date;open;low;high;close;vol
07.03.2019;1667.37;1620.51;1669.7534;1624.32;2344303
08.03.2019;1604.01;1586.57;1621.29;1620.02;2373634
11.03.2019;1626.12;1626.01;1672.285;1670.32;2177401
12.03.2019;1669;1660.98;1684.265;1672.42;1847705
13.03.2019;1683;1679.35;1700;1690.8;1957826
14.03.2019;1691.2;1684.34;1702;1685.29;1520089
15.03.2019;1703;1693.13;1718.8;1712.91;3754406
18.03.2019;1712.7;1712.63;1750;1742;2781708
19.03.2019;1753.51;1753.51;1784.16;1762.7;3422981
20.03.2019;1769.94;1767.0338;1799.01;1797.73;3415157
21.03.2019;1796.26;1787.281;1823.75;1818.4;3042399
22.03.2019;1810.17;1763.11;1818.98;1764.06;3367717
25.03.2019;1757.79;1747.5;1782.6751;1774.07;2795098
26.03.2019;1793;1773.3598;1805.77;1784.47;2660898
27.03.2019;1784.13;1745.68;1787.5;1766;2230196
28.03.2019;1770;1753.47;1777.93;1773.67;1597834
29.03.2019;1786.58;1776.63;1792.86;1781.2;1543350
01.04.2019;1800.11;1798.73;1815.67;1814.36;2100163
02.04.2019;1811.02;1805.121;1820;1814;1762729
03.04.2019;1826.72;1809.62;1830;1820.41;2183360
04.04.2019;1820.65;1804.2;1828.75;1819.51;1975983
05.04.2019;1829;1825.19;1838.58;1837.65;1889525
08.04.2019;1833.23;1825.11;1850.2;1849.679;2091724
09.04.2019;1845.49;1831.78;1853.09;1836.52;1913268
10.04.2019;1841;1828.81;1848;1847.33;1703148
11.04.2019;1848.7;1840.31;1849.95;1844.5;1447563
12.04.2019;1848.4;1841.3;1851.5;1842.96;1539087
15.04.2019;1842;1818.9;1846.85;1844.85;1894838
16.04.2019;1851.35;1848;1869.77;1862.92;1559422
17.04.2019;1872.99;1860.44;1876.473;1864.82;1453779
18.04.2019;1868.79;1859.48;1870.82;1861.4;1433030
22.04.2019;1855.4;1845.64;1888.42;1888.04;1896306
23.04.2019;1891.2;1889.58;1929.26;1924.17;2407505
24.04.2019;1925;1899.48;1929.6899;1900.75;978064
25.04.2019;1917.0035;1900.78;1922.45;1901.51;1129921
26.04.2019;1929;1898;1950.98;1950.98;1481483
29.04.2019;1949;1935.29;1956.335;1939;1193702
30.04.2019;1930.1;1906.95;1935.71;1925.56;818534
01.05.2019;1933.09;1911;1943.09;1911.065;861183
02.05.2019;1913.33;1882.95;1921.55;1899.095;834216
03.05.2019;1949;1936;1964.37;1962.49;1363509
06.05.2019;1917.98;1910.5;1958.55;1950.64;1499728
07.05.2019;1939.99;1903.68;1949.1005;1921;1036773
08.05.2019;1918.87;1910;1935.37;1917.58;1043486
09.05.2019;1900;1876.56;1909.34;1900.03;1125159
10.05.2019;1898;1856;1903.79;1888.76;875282
13.05.2019;1836.56;1818;1846.535;1823.06;1490803
14.05.2019;1839.5;1815.75;1852.44;1840.05;1153840
15.05.2019;1827.95;1823;1874.14;1870.21;1132414
16.05.2019;1885.94;1882.29;1917.51;1907.42;1154164
17.05.2019;1893.05;1867.52;1910.28;1867.99;985245
20.05.2019;1852.69;1835.54;1867.78;1858.49;1215505
21.05.2019;1874.79;1847.01;1879;1857.2;1040870
22.05.2019;1851.78;1851;1871.13;1859.425;710895
